name,episodes,rating,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Historical,Horror,Josei,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,ShoujoAi,Shounen,ShounenAi,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire,Movie,Music,ONA,OVA,Special,TV
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,-0.2433301813618895,0.9797786181188711,-0.30729358883816416,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deadman Wonderland,-0.009077895551186526,0.9797786181188711,7.878615984962709,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,-0.2433301813618895,0.9797786181188711,-0.21738869317036866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ginban Kaleidoscope,-0.009077895551186526,0.9797786181188711,0.20632706713343382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GJ-bu,-0.009077895551186526,0.9797786181188711,1.1843597566895627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Gokusen,0.012217766795241019,0.9797786181188711,0.06455117606020597,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Happy Birthday: Inochi Kagayaku Toki,-0.2433301813618895,0.9797786181188711,-0.30950317732959665,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Honobono Log,-0.051669220244041615,0.9797786181188711,-0.17009987717749717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Huyao Xiao Hongniang,0.012217766795241019,0.9797786181188711,-0.2852339266859935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ikoku Meiro no Croisee The Animation,-0.009077895551186526,0.9797786181188711,0.36597889132997236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Initial D Extra Stage,-0.22203451901546198,0.9797786181188711,-0.05581706257963465,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,-0.2433301813618895,0.9797786181188711,-0.28079663832205115,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kimikiss Pure Rouge,0.246470052605944,0.9797786181188711,0.7202193938211915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,-0.2433301813618895,0.9797786181188711,-0.022474010016296318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lupin III: Kutabare! Nostradamus,-0.2433301813618895,0.9797786181188711,-0.25468002680856183,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maria-sama ga Miteru,0.012217766795241019,0.9797786181188711,0.28152552136644887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Prince of Tennis: A Day on Survival Mountain,-0.2433301813618895,0.9797786181188711,-0.12004001987979637,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Re: Hamatora,-0.009077895551186526,0.9797786181188711,1.0044231856864305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ristorante Paradiso,-0.03037355789761407,0.9797786181188711,0.06853567989721543,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Seitokai no Ichizon Lv.2,-0.051669220244041615,0.9797786181188711,0.41156523750157614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",-0.2433301813618895,0.9699358533379703,-0.2443203168323372,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shigofumi Special,-0.2433301813618895,0.9797786181188711,-0.1204022475013427,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Shin Getter Robo,0.012217766795241019,0.9797786181188711,-0.25069552297155234,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Soredemo Machi wa Mawatteiru,-0.009077895551186526,0.9797786181188711,0.24379951458240015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tokimeki Tonight,0.4594266760702194,0.9797786181188711,-0.27869571811708255,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yankee-kun na Yamada-kun to Megane-chan to Majo,-0.2433301813618895,0.9797786181188711,-0.20420360774608276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,-0.2433301813618895,0.9797786181188711,-0.3153350420364923,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Yowamushi Pedal: Re:RIDE,-0.2433301813618895,0.9797786181188711,-0.24805126133426425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Yowamushi Pedal: Re:ROAD,-0.2433301813618895,0.9797786181188711,-0.27813426530368573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Yuu Yuu Hakusho: Eizou Hakusho,-0.22203451901546198,0.9797786181188711,-0.21901871746732707,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Zoids,1.1621835335023283,0.9797786181188711,0.16606546699856087,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Air in Summer,-0.22203451901546198,0.9699358533379703,0.20047709104546083,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Appleseed Saga Ex Machina,-0.2433301813618895,0.9699358533379703,0.179667114187625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asura Cryin' 2,0.012217766795241019,0.9699358533379703,0.4578579275351952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Cross Ange: Tenshi to Ryuu no Rondo,0.26776571495237156,0.9699358533379703,1.0389072552576397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D-Frag! OVA,-0.2433301813618895,0.9699358533379703,0.17515738029937336,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,-0.2433301813618895,0.9699358533379703,-0.23682220506632848,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,-0.2433301813618895,0.9699358533379703,-0.31107886748332314,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,-0.2433301813618895,0.9699358533379703,-0.3198085531625893,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fate/kaleid liner Prisma Illya 2wei!,-0.051669220244041615,0.9699358533379703,0.6957328066046605,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Futatsu no Spica,0.16128740322023383,0.9699358533379703,-0.22731373000073768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Gatchaman Crowds,-0.009077895551186526,0.9699358533379703,1.6131467036950136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gatchaman Crowds Insight,-0.009077895551186526,0.9699358533379703,0.41248891793651926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grisaia no Meikyuu Special,-0.2433301813618895,0.9699358533379703,-0.032543937895283884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hakushaku to Yousei,-0.009077895551186526,0.9699358533379703,0.8235267114862006,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hana to Alice: Satsujin Jiken,-0.2433301813618895,0.9699358533379703,-0.157186462469371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Hetalia Axis Powers Movie: Paint it, White",-0.2433301813618895,0.9699358533379703,0.33580533045516425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
High School DxD OVA,-0.22203451901546198,0.9699358533379703,1.3168626206512049,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hitsugi no Chaika,-0.009077895551186526,0.9699358533379703,2.645441090958781,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JoJo no Kimyou na Bouken,-0.1368518696297518,0.9699358533379703,0.11008318808857781,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Kuroko no Basket: Oshaberi Demo Shimasen ka,-0.2433301813618895,0.9699358533379703,-0.1889719362600602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Legend of Basara,0.012217766795241019,0.9699358533379703,-0.2247962480309908,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Legendz: Yomigaeru Ryuuou Densetsu,0.8001572736130601,0.9699358533379703,-0.3092496179945142,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lupin III: Walther P-38,-0.2433301813618895,0.9699358533379703,-0.27730114177412923,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Macross F Music Clip Shuu: Nyankuri,-0.2433301813618895,0.9699358533379703,-0.27954695302771637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mazinkaiser,-0.11555620728332425,0.9699358533379703,-0.2492828352475217,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mei to Koneko Bus,-0.2433301813618895,0.9699358533379703,-0.19435101644002298,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Minami-ke Omatase,-0.2433301813618895,0.9699358533379703,-0.06148592485683449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Mobile Suit Gundam 0083: Stardust Memory,0.012217766795241019,0.9699358533379703,0.03247592017227973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mushibugyou,0.2890613772987991,0.9699358533379703,0.3932002970891779,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Nerima Daikon Brothers,-0.009077895551186526,0.9699358533379703,-0.2367316481609419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ookami Shoujo to Kuro Ouji,-0.009077895551186526,0.9699358533379703,2.3000389424332917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Precure All Stars Movie New Stage 3: Eien no Tomodachi,-0.2433301813618895,0.9699358533379703,-0.3056273417790511,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Prince of Tennis: The Two Samurai, The First Game",-0.2433301813618895,0.9699358533379703,-0.07599314109976442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,-0.2433301813618895,0.9699358533379703,-0.31028196671592123,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shinrei Tantei Yakumo,0.012217766795241019,0.9699358533379703,1.0958675487457978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sketchbook: Full Color's,0.012217766795241019,0.9699358533379703,-0.019648634568235058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Slam Dunk (Movie),-0.2433301813618895,0.9699358533379703,-0.17558762564392386,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Slayers Special,-0.20073885666903443,0.9699358533379703,-0.10187430465924865,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,0.012217766795241019,0.9699358533379703,-0.270690487680909,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tales of the Abyss,0.2890613772987991,0.9699358533379703,1.0224983440015918,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,-0.2433301813618895,0.9699358533379703,0.11180376929092281,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tonari no Seki-kun OVA,-0.2433301813618895,0.9699358533379703,0.042183620429720986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Toshokan Sensou: Koi no Shougai,-0.2433301813618895,0.9699358533379703,-0.21487121120062175,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wagamama Fairy Mirumo de Pon!,3.3982280798772204,0.9699358533379703,-0.17625774674378453,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yozakura Quartet: Hoshi no Umi,-0.20073885666903443,0.9699358533379703,0.06556541340053565,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Zegapain,0.2890613772987991,0.9699358533379703,0.039829140889669934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zettai Karen Children,0.8214529359594877,0.9699358533379703,0.13458788668618604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,-0.2433301813618895,0.9699358533379703,0.30088658773809945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Afro Samurai: Resurrection,-0.2433301813618895,0.9600930885570704,0.5907773532616157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cardcaptor Sakura: Leave It to Kero-chan,-0.2433301813618895,0.9600930885570704,0.035591077717578044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chiisana Pengin: Lolo no Bouken,-0.20073885666903443,0.9600930885570704,-0.30763770507863314,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dogs: Bullets &amp  Carnage,-0.17944319432260689,0.9600930885570704,0.4777985581013199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Doraemon Movie 07: Nobita to Tetsujin Heidan,-0.2433301813618895,0.9600930885570704,-0.31102453334009117,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doraemon Movie 15: Nobita to Mugen Sankenshi,-0.2433301813618895,0.9600930885570704,-0.3122561072533486,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Final Fantasy VII: Last Order,-0.2433301813618895,0.9600930885570704,0.5360266482648901,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fukigen na Mononokean,0.012217766795241019,0.9600930885570704,0.47707410285822727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Grappler Baki: Saidai Tournament-hen,0.246470052605944,0.9600930885570704,-0.08803720951617941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Handa-kun,-0.009077895551186526,0.9600930885570704,0.9268702519133645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hentai Ouji to Warawanai Neko.,-0.009077895551186526,0.9600930885570704,3.3196372515618604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Highschool of the Dead,-0.009077895551186526,0.9600930885570704,9.371682018214466,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Higurashi no Naku Koro ni Kai Specials,0.246470052605944,0.9600930885570704,0.17696851840710495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kurau Phantom Memory,0.246470052605944,0.9600930885570704,-0.017783162317271534,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,-0.2433301813618895,0.9600930885570704,-0.24185716900582224,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Meitantei Holmes,0.2890613772987991,0.9600930885570704,-0.2618883564773335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Miracle Giants Doumu-kun,0.7788616112666326,0.9600930885570704,-0.32174647093786213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mobile Police Patlabor,-0.11555620728332425,0.9600930885570704,-0.17982568881601574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mobile Suit Gundam Seed Special Edition,-0.20073885666903443,0.9600930885570704,-0.20514539956210318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nekojiru-sou,-0.2433301813618895,0.9600930885570704,0.29201201101021473,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,-0.2433301813618895,0.9600930885570704,0.2641204841511484,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pokemon: Maboroshi no Pokemon Lugia Bakutan,-0.2433301813618895,0.9600930885570704,1.094491083783922,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prince of Tennis: Pairpuri,-0.0942605449368967,0.9600930885570704,-0.27402298179913503,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
