anime_id,name,episodes,rating,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Historical,Horror,Josei,Kids,Magic,MartialArts,Mecha,Military,Mystery,Parody,Police,Psychological,Romance,Samurai,School,SciFi,Seinen,Shoujo,ShoujoAi,Shounen,ShounenAi,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire,Movie,Music,ONA,OVA,Special,TV
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,-0.20073885666903443,0.8222943816244688,-0.31145920648594677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,-0.2433301813618895,0.8222943816244688,0.5065775426331747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10507,Inazuma Eleven Go,0.7362702865737775,0.8222943816244688,0.0006361122383586053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16774,Inferno Cop,0.012217766795241019,0.8222943816244688,0.3451145803289046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28387,Joukamachi no Dandelion,-0.009077895551186526,0.8222943816244688,0.8306263728685085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
21563,Kamigami no Asobi,-0.009077895551186526,0.8222943816244688,0.7781577018875246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
52,Kidou Tenshi Angelic Layer,0.2890613772987991,0.8222943816244688,0.3860100788014836,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4195,Kodomo no Jikan: Ni Gakki,-0.20073885666903443,0.8222943816244688,0.03280192503167141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6163,Kuroshitsuji Recap,-0.2433301813618895,0.8222943816244688,0.03932202221950509,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6016,Kyoushoku Soukou Guyver (1989),-0.1368518696297518,0.8222943816244688,-0.2237638993095838,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3247,Love Hina Final Selection,-0.2433301813618895,0.8222943816244688,0.06120057056090254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1416,Lupin III: Dead or Alive,-0.2433301813618895,0.8222943816244688,-0.25625571696228827,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12637,Mo Gyutto Love de Sekkinchuu!,-0.2433301813618895,0.8222943816244688,-0.21248050889841608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,-0.2433301813618895,0.8222943816244688,-0.008655026254304385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,Ojamajo Doremi Sharp,0.7788616112666326,0.8222943816244688,-0.1913807499433432,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12001,One Piece 3D: Gekisou! Trap Coaster,-0.2433301813618895,0.8222943816244688,-0.14619285415544034,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,0.012217766795241019,0.8222943816244688,2.4934141581957925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9981,Phi Brain: Kami no Puzzle,0.26776571495237156,0.8222943816244688,0.842416881949841,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,-0.2433301813618895,0.8222943816244688,0.4336611224159014,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1191,Saber Marionette J Again,-0.1368518696297518,0.8222943816244688,-0.20204835339788219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1124,Seikai no Danshou: Tanjou,-0.2433301813618895,0.8222943816244688,-0.23763721721480768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,-0.2433301813618895,0.8222943816244688,-0.1610441866388393,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
866,Slayers Premium,-0.2433301813618895,0.8222943816244688,-0.09846936501671329,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2583,Soukou Kihei Votoms: The Last Red Shoulder,-0.2433301813618895,0.8222943816244688,-0.29974114292892345,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,-0.2433301813618895,0.8321371464053687,-0.3255136382019438,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10232,Tamayura: Hitotose,-0.009077895551186526,0.8222943816244688,0.1324869664812174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14835,The iDOLMASTER Shiny Festa,-0.20073885666903443,0.8222943816244688,-0.15488631707255193,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30740,Young Black Jack,-0.009077895551186526,0.8222943816244688,0.42913327714657246,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18441,Blood Lad: Wagahai wa Neko de wa Nai,-0.2433301813618895,0.8124516168435679,0.548469167065006,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
33929,Boku no Hero Academia: Jump Festa 2016 Special,-0.2433301813618895,0.8222943816244688,-0.018906067944065113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,-0.2433301813618895,0.8124516168435679,-0.1846070934204271,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27825,Dragon Nest: Warriors' Dawn,-0.2433301813618895,0.8124516168435679,-0.29914346735337205,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3218,Gensoumaden Saiyuuki OVA,-0.22203451901546198,0.8124516168435679,-0.2756892288582481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1335,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,0.2890613772987991,0.8124516168435679,-0.0048335248469907575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
915,Ginga Densetsu Weed,0.2890613772987991,0.8124516168435679,-0.19851663408780562,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2987,Ginga Hyouryuu Vifam,0.7149746242273499,0.8124516168435679,-0.30999218461868416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15617,Jinrui wa Suitai Shimashita Specials,-0.1368518696297518,0.8124516168435679,-0.12652389430547542,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3010,Kaiketsu Zorro,0.8427485983059152,0.8124516168435679,-0.23910423908207026,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16668,Kakumeiki Valvrave,-0.009077895551186526,0.8124516168435679,1.4176343449653899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
274,Kiddy Grade,0.246470052605944,0.8124516168435679,0.22315254015426017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,-0.2433301813618895,0.8124516168435679,0.4059325979865309,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32543,Lu Shidai 2nd Season,0.012217766795241019,0.8124516168435679,-0.32065978807322315,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1429,Lupin III: Nusumareta Lupin,-0.2433301813618895,0.8124516168435679,-0.28527014944814816,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2818,Madou King Granzort,0.6084963124952122,0.8124516168435679,-0.3189392068708782,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,Mama wa Shougaku 4 Nensei,0.8214529359594877,0.8124516168435679,-0.30307363704714957,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6262,Manga Sekai Mukashibanashi,2.439923274287981,0.8124516168435679,-0.3233583838537432,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3437,Mister Ajikko,1.84364472858801,0.8124516168435679,-0.3009546054611036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,-0.22203451901546198,0.8124516168435679,-0.25265155212790247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1835,Ryuusei no Rockman,0.9066355853451978,0.8124516168435679,-0.21325929828474066,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,Saishuu Heiki Kanojo,0.012217766795241019,0.8124516168435679,0.7173215728488209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,-0.2433301813618895,0.8124516168435679,-0.30318230533361346,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,Shuffle!,0.246470052605944,0.8124516168435679,2.541517986337143,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3594,Tears to Tiara,0.2890613772987991,0.8124516168435679,0.5797475221855304,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1860,Tokyo Majin Gakuen Kenpucho: Tou,0.03351342914166856,0.8124516168435679,0.4561735690950049,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
201,Video Girl Ai,-0.1368518696297518,0.8124516168435679,-0.08104621642033552,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3322,Wagaya no Oinari-sama.,0.246470052605944,0.8124516168435679,0.08489025701003157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3043,Andersen Douwa: Ningyohime,-0.2433301813618895,0.8026088520626681,-0.28814985903944135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2333,Anime Sanjuushi,0.8427485983059152,0.8026088520626681,-0.2959920870459191,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6901,Battle Spirits: Shounen Gekiha Dan,0.8001572736130601,0.8026088520626681,-0.31350579254768346,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12651,Danball Senki W,0.9705225723844805,0.8026088520626681,-0.29624564638100154,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2748,Dash! Kappei,1.1195922088094732,0.8026088520626681,-0.28737106965311676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,-0.2433301813618895,0.8026088520626681,-0.20853222782356123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12623,Egomama,-0.2433301813618895,0.7927660872817681,-0.30742036850570537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3231,Gunslinger Girl: Il Teatrino,0.012217766795241019,0.8026088520626681,0.36318973864406573,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3298,Hatenkou Yuugi,-0.051669220244041615,0.8026088520626681,0.1347508891158819,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1774,HeatGuy J Special,-0.2433301813618895,0.8026088520626681,-0.30372564676593294,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31500,High School Fleet,-0.009077895551186526,0.8026088520626681,0.3658702230435084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1358,Hokuto no Ken Movie,-0.2433301813618895,0.8026088520626681,-0.16511924738123532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2745,Jigoku Sensei Nube OVA,-0.20073885666903443,0.8026088520626681,-0.30823538065418454,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20505,Kimi to Boku,-0.2433301813618895,0.8026088520626681,-0.31095208781578193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12175,Koi to Senkyo to Chocolate,-0.009077895551186526,0.8026088520626681,1.3240709503199766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4903,Kyou no 5 no 2 (TV),0.012217766795241019,0.8026088520626681,0.08233655227813005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,Mahoromatic 2,0.03351342914166856,0.8026088520626681,0.05339456531657945,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1017,Majutsushi Orphen,0.246470052605944,0.8026088520626681,0.03006710648899673,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10397,Mashiro-iro Symphony: The Color of Lovers,-0.009077895551186526,0.8026088520626681,1.0656577651088353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,-0.2433301813618895,0.8026088520626681,-0.298509569015666,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1847,Rec: Yurusarezarumono,-0.2433301813618895,0.8026088520626681,-0.03243526960881999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16051,Ro-Kyu-Bu! SS,-0.009077895551186526,0.8026088520626681,0.04854071518785882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34085,Sakura Nagashi,-0.2433301813618895,0.7927660872817681,-0.2807241927977419,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31280,Selector Destructed WIXOSS Movie,-0.2433301813618895,0.8026088520626681,-0.16296399303303474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3000,Taiho Shichau zo: Full Throttle,0.22517439025951647,0.8026088520626681,-0.24107837961949768,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11341,Tantei Opera Milky Holmes Dai 2 Maku,-0.009077895551186526,0.8026088520626681,-0.11779420862620922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6169,Tenjou-jin to Akuto-jin Saigo no Tatakai,-0.2433301813618895,0.8026088520626681,-0.23946646670361657,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
178,Ultra Maniac,0.2890613772987991,0.8026088520626681,0.029288317102672153,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1920,Urusei Yatsura Movie 1: Only You,-0.2433301813618895,0.8026088520626681,-0.2649129571172452,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1932,Yes! Precure 5,0.7788616112666326,0.8026088520626681,-0.21833048498638907,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",-0.2433301813618895,0.7927660872817681,0.02403601659025058,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30205,Aoharu x Kikanjuu,-0.009077895551186526,0.7927660872817681,1.4349488252753038,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6164,Aoi Hana,-0.03037355789761407,0.7927660872817681,0.4497802515747124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1736,B'T X Neo,0.03351342914166856,0.7927660872817681,-0.28219121466500446,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2589,Black Cat Special,-0.2433301813618895,0.7927660872817681,-0.05636040401195413,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4071,Black Jack (TV): Hizouban Specials,-0.22203451901546198,0.7927660872817681,-0.3031460825714588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12079,Black Rock Shooter,-0.2433301813618895,0.7927660872817681,0.4020024282927534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
526,Boku no Chikyuu wo Mamotte,-0.1368518696297518,0.7927660872817681,-0.20268225173558824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21437,Buddy Complex,0.012217766795241019,0.7927660872817681,0.46294722561792095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,-0.2433301813618895,0.7927660872817681,-0.304359545103639,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5216,D.C.if: Da Capo if,-0.22203451901546198,0.7927660872817681,-0.12610733254069717,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7081,Danball Senki,0.6723832995344948,0.7927660872817681,-0.2673761049437602,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2123,Digimon X-Evolution,-0.2433301813618895,0.7927660872817681,-0.10859362703893281,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,-0.2433301813618895,0.7927660872817681,-0.3137050177395339,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,-0.2433301813618895,0.7927660872817681,-0.28224554880823643,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
652,Galaxy Angel Z,-0.07296488259046915,0.7927660872817681,-0.2142373128629157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
